ID,join_date,sex,marital_status,birth_year,branch_code,occupation_code,occupation_category_code,P5DA,RIBP,8NN1,7POT,66FJ,GYSR,SOP4,RVSZ,PYUQ,LJR9,N2MW,AHXO,BSTQ,FM3X,K6QO,QBOL,JWFN,JZ9D,J9JW,GHYX,ECY3
482EGJE,1/6/2019,F,M,1995,E5SW,P4MD,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
B5B007B,1/2/2018,M,M,1990,1X1H,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AFXPB9O,1/4/2019,M,M,2000,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HY2N55W,1/5/2017,F,M,1984,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6Z164PQ,1/3/2019,M,M,1988,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
J8T83PH,1/8/2013,M,U,1986,748L,0OJM,T4MS,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8N5TFTV,1/7/2019,M,M,1982,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
D6CSW8B,1/5/2018,M,M,1972,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
RZ5VVAJ,1/6/2018,F,M,1984,UAOD,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
E6DRV3Q,1/5/2019,F,M,1982,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UW07V65,1/3/2019,M,M,1984,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PRJ4BU7,1/9/2019,M,M,1974,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4E7WZ49,1/8/2019,F,M,1976,1X1H,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
VYPGIW6,1/4/2019,F,S,1982,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WD90WEE,1/11/2011,M,S,1989,UAOD,QZYX,90QI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2UHDZY,1/5/2018,F,S,1968,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L7R38LF,1/8/2019,M,M,1991,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PIPEX7H,1/6/2018,M,M,1987,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NCCDJEV,1/4/2019,M,M,1976,E5SW,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RYH54X3,1/1/2015,M,U,1978,748L,0OJM,T4MS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NG3S9XT,1/4/2014,M,M,1967,XX25,WMTK,90QI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TFXB3Z2,1/4/2017,M,M,1967,E5SW,YMGT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9T6O3LV,1/8/2016,F,M,1981,748L,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
O5LBZHY,1/4/2018,M,M,1987,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ERK9JH6,1/6/2019,M,M,1974,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
W33L5U4,1/9/2019,F,M,1962,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BYQ8TG3,1/12/2017,M,M,1975,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
G7H3TNB,1/4/2019,M,M,1984,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
12AKOA4,1/3/2019,M,M,1991,E5SW,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
YL6ZH0X,1/12/2018,M,M,1975,XX25,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLBS1Q5,1/6/2019,M,M,1984,9F9T,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
VF0HX1B,1/9/2019,M,S,1994,O67J,F57O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
J7ZF126,1/7/2016,F,M,1979,ZFER,0KID,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6J7WDKS,1/4/2019,M,M,1993,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
QMZOUCE,1/8/2018,M,M,1983,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
58L64BY,1/5/2020,M,M,1982,UAOD,WMTK,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
I2KH7FN,1/4/2018,M,S,1995,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JW9VWFM,1/1/2017,M,S,1989,XX25,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
T5ZP0A7,1/7/2018,M,M,1990,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
76630CC,1/4/2018,M,M,1973,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0GT7D44,1/10/2016,M,M,1960,E5SW,31JW,90QI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1PVYNEJ,1/4/2019,M,M,1960,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LBP6UZ5,1/8/2018,M,M,1990,748L,SS6D,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
04IDE0T,1/12/2019,F,M,1976,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
RBTPBRO,1/5/2017,M,M,1978,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45XFAF3,1/7/2017,F,S,1980,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0E6642N,1/6/2018,F,M,1984,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8IUVA60,1/11/2017,M,M,1965,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
N6RKTDK,1/8/2019,F,S,1990,30H5,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NV3459E,1/10/2017,M,M,1988,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3UTW6SC,1/4/2019,F,S,1982,E5SW,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SUFY7TW,1/10/2014,M,M,1979,E5SW,9IM8,90QI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
V3R1VUW,1/5/2019,M,M,1965,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
YPQ7QVF,1/6/2020,M,M,1984,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OFRHT4Z,1/7/2016,M,M,1984,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29MIE3M,1/9/2019,F,M,1977,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
73FUEPF,1/11/2016,F,M,1974,748L,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
G9HDK1M,1/12/2018,F,S,1970,XX25,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OVOVHPQ,1/10/2017,M,M,1989,94KC,P4MD,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GOEZAWU,1/2/2018,M,M,1977,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DZYJQKL,1/3/2020,F,M,1978,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
OAQJR4X,1/2/2018,M,M,1977,94KC,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
74ZQKOG,1/11/2019,M,M,1987,748L,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
T8OFDI9,1/2/2018,M,M,1969,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
UPUXYWM,1/8/2019,F,S,1976,1X1H,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EPYWUSH,1/12/2019,M,S,1994,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
VHPL1ZR,1/11/2019,M,M,1991,XX25,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NRFN2C3,1/4/2017,F,S,1984,94KC,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
YU826RZ,1/2/2019,M,M,1997,748L,4W0D,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
X43JNM2,1/8/2019,M,M,1986,748L,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
07TEM45,1/9/2018,F,W,1973,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
G31I2HT,1/1/2018,M,M,1972,UAOD,PKW3,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BIBMI2P,1/10/2018,F,M,1986,XX25,4W0D,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
RK07LC3,1/8/2018,M,M,1987,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2I6ZLQC,1/12/2017,F,M,1985,UAOD,P4MD,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ITMUOBX,1/2/2020,M,U,1984,748L,RUFT,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IE6553W,1/7/2010,M,M,1956,E5SW,N2ZZ,90QI,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVUQQJQ,1/5/2018,M,M,1975,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8A1SNE5,1/5/2018,F,M,1971,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NP1U9IQ,1/12/2018,F,M,1987,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
COT4D87,1/4/2018,M,M,1969,1X1H,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UKSXDIU,1/11/2019,M,M,1981,9F9T,R44Q,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
X65B1XY,1/8/2013,M,U,1991,748L,QZYX,90QI,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OAPJXSB,1/7/2017,M,M,1977,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
K12A1NN,1/6/2018,M,M,1991,49BM,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
E3HNH7G,1/10/2016,M,M,1992,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BI677JM,1/1/2019,M,M,1994,1X1H,JI64,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LUZG2RI,1/1/2020,M,M,1981,748L,PMAI,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RNUDNX7,1/7/2012,M,U,1974,XX25,0OJM,T4MS,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYKPDL6,1/6/2019,F,S,1986,O67J,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
W5L1WU5,1/9/2018,F,M,1981,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0ZS1HW8,1/9/2015,M,M,1964,ZFER,73AC,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41417PJ,1/9/2018,M,M,1974,UAOD,P4MD,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6EZHTWQ,1/9/2019,M,M,1996,30H5,ZKQ3,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZTQVRXA,1/4/2019,M,M,1973,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P3VV1MW,1/5/2019,F,M,1989,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q6WH2ZI,1/12/2017,M,M,1984,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
VYIT1Z8,1/12/2019,M,U,1974,E5SW,0OJM,T4MS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ISOKOYC,1/12/2018,F,M,1970,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1UVKZJE,1/5/2017,F,M,1978,ZFER,Y1WG,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
QSATP2T,1/6/2017,M,M,1958,94KC,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CT72PKC,1/9/2017,M,M,1971,E5SW,N2ZZ,90QI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
O7N49HM,1/3/2018,M,M,1970,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Q0A0NG2,1/9/2019,M,M,1965,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
FKRZL0V,1/2/2018,M,M,1989,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
LZEGKPJ,1/7/2020,M,M,1973,748L,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
F2JWHBE,1/11/2019,M,M,1966,E5SW,0B60,JD7X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
OINTZ5P,1/9/2019,M,M,1989,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CAPC23E,1/10/2018,F,M,1965,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
GOWF4CZ,1/3/2020,F,M,1980,30H5,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0XYF2WE,1/1/2018,M,M,1989,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HNOEVLR,1/5/2019,M,M,1995,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3GURBQJ,1/5/2020,M,M,1975,XX25,IQFS,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RISAULI,1/4/2018,M,M,1964,UAOD,I31I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BFS26H9,1/8/2019,M,M,1967,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DYGX9YG,1/5/2018,M,M,1980,94KC,SST3,56SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
LU4JSIF,1/7/2014,F,U,1963,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GR0BZ7G,1/3/2017,M,M,1996,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
194A16D,1/4/2020,M,M,1974,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RT1JQU8,1/3/2017,M,M,1977,ZFER,B8W8,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
J5DY8XV,1/10/2019,M,M,1986,BOAS,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
YCJY2J3,1/11/2019,M,S,1988,748L,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NBNX4SW,1/12/2019,M,M,1986,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
KDK6JSF,1/11/2016,M,M,1979,748L,U9RX,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60GTFD5,1/10/2019,M,M,1990,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBS6VS0,1/5/2020,M,M,1991,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BOGVAFK,1/6/2015,M,M,1972,ZFER,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DPOHLC5,1/8/2016,F,M,1974,E5SW,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
X9ML2XB,1/6/2017,F,M,1984,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
W7BY0SD,1/5/2019,M,M,1972,E5SW,UJ5T,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
LS83XNW,1/7/2019,M,M,1990,748L,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ULUV1IV,1/4/2019,M,M,1991,748L,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AZ49KF5,1/6/2017,F,M,1984,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5RLAAJL,1/3/2018,M,M,1985,O67J,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
X9PSB64,1/2/2018,M,M,1983,94KC,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GWQWYZ9,1/6/2018,M,M,1978,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
VC8EX4V,1/6/2014,F,M,1986,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
LUI3FCN,1/1/2014,M,U,1981,E5SW,0OJM,T4MS,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
