name,artist,danceability,key,mode,instrumentalness,duration,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
ti scatterò una foto,tizianoferro,0.434,7,1,0,1.677593742,0.439,-6.618,0.0353,0.578,0.578827508,0.127,0.347,0,1
turn it up,bomfunkmcs,0.565,9,1,2.25E-05,1.51385778,0.874,-5.92,0.0449,0.000758,0.727241321,0.692,0.793,0.221105528,1
father and son  new steve mac,ronankeating,0.607,9,1,0,1.314324914,0.421,-8.319,0.0308,0.464,0.327096771,0.218,0.302,0,1
whatd i say,raycharles,0.506,4,1,2.31E-05,2.120418822,0.618,-11.278,0.0708,0.657,0.404662876,0.248,0.789,0,1
shake your body,kcthesunshineband,0.651,10,1,0.0293,1.227106693,0.811,-13.87,0.0318,0.0648,0.509679853,0.1,0.962,0,1
breakout,foofighters,0.419,11,0,0.00441,1.314324914,0.939,-4.454,0.0518,5.73E-05,0.712768133,0.152,0.462,0,1
new deep,johnmayer,0.708,2,1,0.00233,1.561773029,0.846,-3.664,0.0269,0.15,0.659080062,0.0714,0.859,0,1
el caso de la rubia platino,joaquínsabina,0.653,2,1,0,1.756733275,0.86,-5.365,0.146,0.0651,0.709422573,0.22,0.827,0.115577889,1
waiting in the weeds,eagles,0.626,8,1,0,2.357036441,0.53,-9.242,0.0227,0.439,0.414645011,0.172,0.34,0,1
replica,fearfactory,0.574,11,1,0.0317,1.51385778,0.943,-5.238,0.0769,3.69E-05,0.509148018,0.366,0.72,0.105527638,1
donna,ritchievalens,0.463,5,1,0,0.966900613,0.224,-10.542,0.0255,0.866,0.306691577,0.116,0.394,0.266331658,1
anywhere is,enya,0.663,3,1,0.396,1.516901023,0.431,-11.781,0.0315,0.858,0.43936398,0.12,0.455,0.211055276,1
fucking with fire,edguy,0.603,3,0,1.22E-06,1.6363121,0.878,-4.338,0.0488,0.00257,0.554694922,0.108,0.476,0,1
im a believer  radio edit,smashmouth,0.523,6,1,1.26E-06,1.204395863,0.973,-3.516,0.0697,0.017,0.748482906,0.33,0.931,0,1
the one i love,greglaswell,0.574,4,1,8.77E-06,1.02055656,0.603,-8.764,0.0272,0.355,0.636497525,0.0734,0.291,0.145728643,1
no one but you only the good die young,queen,0.494,0,0,0,1.590910094,0.429,-7.32,0.0295,0.578,0.542476352,0.0918,0.108,0,1
broken english,mariannefaithfull,0.839,0,1,0.0121,1.69377646,0.396,-14.625,0.0556,0.044,0.555713136,0.187,0.961,0,1
galaxy song,montypython,0.637,10,1,0,1.07632209,0.304,-14.014,0.0457,0.491,0.274676922,0.0683,0.501,0.216080402,1
sailing,christophercross,0.319,9,1,0.000245,1.60810733,0.398,-11.097,0.0381,0.638,0.334769743,0.25,0.161,0.271356784,1
ladies and gentlemen,saliva,0.459,6,1,0.216,1.406216049,0.909,-4.937,0.0461,0.000103,0.364057038,0.145,0.487,0,1
miss miserly  early version,elliottsmith,0.456,3,1,0.453,1.161737989,0.19,-16.193,0.0393,0.884,0.608578455,0.101,0.325,0,1
sunday morning coming down,johnnycash,0.378,8,1,0.000144,1.573500379,0.536,-6.648,0.0275,0.363,0.355520403,0.453,0.805,0,1
manuel raquel,tamtamgo,0.552,1,0,0.000148,1.576416994,0.859,-4.693,0.0416,0.191,0.512743587,0.0614,0.687,0.201005025,1
what i want,daughtry,0.477,6,1,4.66E-05,1.109509507,0.994,-2.058,0.121,0.0002,0.60046456,0.0962,0.354,0.211055276,1
friend of mine,thenational,0.654,0,1,0.0128,1.338746019,0.933,-5.499,0.0421,0.352,0.57933207,0.14,0.839,0,1
apagón,estopa,0.61,2,1,0,1.223347982,0.772,-7.193,0.0944,0.227,0.660061911,0.0916,0.719,0.216080402,1
the wild boys,duranduran,0.741,11,0,0,1.610953269,0.838,-7.622,0.0637,0.407,0.525875823,0.138,0.586,0.286432161,1
whos gonna ride your wild horses,u2,0.431,7,1,0.000252,1.86782599,0.634,-12.181,0.0349,0.0309,0.603069189,0.0512,0.423,0,1
why not me,jilljohnson,0.634,2,1,3.57E-06,1.549946932,0.708,-3.443,0.0292,0.0341,0.572622765,0.0873,0.804,0.005025126,1
walking after you,foofighters,0.332,4,1,0.476,1.819503029,0.52,-12.238,0.0265,0.726,0.498274945,0.0812,0.355,0,1
whippin piccadilly,gomez,0.731,1,1,0,1.260473381,0.489,-10.365,0.0439,0.564,0.521257495,0.318,0.691,0.190954774,1
everythings not lost  live in sydney,coldplay,0.282,9,1,0.107,2.531613381,0.424,-9.012,0.0279,0.65,0.617633288,0.987,0.0505,0.170854271,1
beautiful burnout  extended mix,underworld,0.651,4,0,0.793,2.428927382,0.923,-11.77,0.0449,0.0974,0.590923348,0.0931,0.362,0,1
never be the same again,melaniec,0.689,3,1,0,1.774586454,0.685,-5.153,0.0478,0.0921,0.727600424,0.119,0.398,0.291457286,1
melody day,caribou,0.428,8,0,0.00317,1.579327576,0.849,-6.239,0.036,0.0146,0.627256322,0.128,0.492,0,1
cherish the day  live,sade,0.562,5,0,0.06,2.15602353,0.804,-10.155,0.0851,0.0368,0.363534294,0.976,0.514,0.150753769,1
city halli believemalibu nights medley,tenaciousd,0.496,9,1,1.48E-05,2.567876434,0.597,-7.932,0.433,0.159,0.479660717,0.201,0.188,0.185929648,1
chcheck it out,beastieboys,0.795,1,1,0,1.264130589,0.899,-7.02,0.292,0.0766,0.523025733,0.0852,0.694,0.286432161,1
more human than human,whitezombie,0.674,1,1,0.608,1.663966118,0.907,-6.706,0.0714,0.000386,0.461146491,0.104,0.576,0.261306533,1
angel from montgomery,jilljohnson,0.569,8,1,3.90E-05,2.057033527,0.388,-6.443,0.0339,0.648,0.542953639,0.0596,0.253,0.005025126,1
broken promise land,weepingwillows,0.255,7,1,2.53E-05,1.709777506,0.479,-9.096,0.0308,0.618,0.361661507,0.182,0.365,0,1
i cant stop loving you  elvis country version,elvispresley,0.36,2,1,0.214,1.011764477,0.55,-12.28,0.0987,0.794,0.65701636,0.691,0.681,0,1
spiralling,antonyandthejohnsons,0.248,9,1,0.0187,1.647438494,0.119,-14.043,0.0331,0.856,0.796493525,0.159,0.0879,0.16080402,1
smokin,boston,0.197,2,1,0.414,1.630715959,0.798,-7.334,0.0656,0.000545,0.795788957,0.187,0.525,0,1
here we go again,paramore,0.508,9,1,0,1.454736832,0.848,-5.267,0.0383,7.02E-05,0.545526449,0.132,0.544,0.271356784,1
run honey run,morcheeba,0.622,11,1,0.0631,1.438751474,0.602,-9.193,0.0312,0.185,0.39987636,0.101,0.214,0.030150754,1
replica,sonataarctica,0.188,1,0,0,1.779646898,0.816,-4.965,0.0369,0.00174,0.375234667,0.116,0.188,0.226130653,1
stillness of heart,lennykravitz,0.541,7,0,0.00362,1.602398181,0.505,-7.226,0.0237,7.31E-05,0.350552063,0.266,0.398,0,1
planes,jeffersonairplane,0.59,9,1,0.00441,1.658478264,0.681,-12.287,0.0276,0.00669,0.504902429,0.227,0.752,0.085427136,1
number one  album version edited,pharrellwilliams,0.854,10,0,0,1.507751329,0.803,-5.622,0.127,0.252,0.486438205,0.0692,0.697,0.140703518,1
space monkey,placebo,0.602,5,0,0.00205,1.479936564,0.72,-5.617,0.0549,0.0257,0.596078057,0.0855,0.356,0,1
sober,muse,0.356,8,0,0.00155,1.546974767,0.921,-4.803,0.0609,0.000171,0.544458233,0.313,0.216,0.211055276,1
traffic in the sky,jackjohnson,0.766,2,1,0.00328,1.12174466,0.481,-7.833,0.0371,0.69,0.590027865,0.136,0.544,0,1
sick cycle carousel,lifehouse,0.445,8,0,1.32E-06,1.6391019,0.8,-5.228,0.0301,0.00168,0.434018355,0.0802,0.47,0,1
anybody seen my baby,therollingstones,0.617,4,0,0.00088,1.674878646,0.699,-5.123,0.0308,0.00325,0.477606106,0.269,0.487,0,1
everything changes,staind,0.498,4,1,0.174,1.522967701,0.629,-4.955,0.0335,0.0266,0.568286264,0.367,0.0748,0.180904523,1
stacked actors,foofighters,0.502,7,1,0.00342,1.605255642,0.934,-5.362,0.0524,0.00145,0.613114963,0.162,0.64,0,1
cat people putting out fire,giorgiomoroder,0.691,0,0,0.000742,2.183142566,0.477,-14.892,0.0431,0.0385,0.535498857,0.0649,0.296,0,1
initials bb,sergegainsbourg,0.503,3,1,0.57,1.396304064,0.67,-8.492,0.032,0.00205,0.462073793,0.0465,0.642,0,1
adagio,larafabian,0.329,2,0,6.39E-05,1.655726363,0.388,-9.854,0.0302,0.284,0.584145859,0.106,0.0683,0,1
hit or miss,newfoundglory,0.418,4,1,0.000155,1.324844558,0.986,-5.475,0.111,0.000157,0.797057179,0.236,0.602,0,1
its dangerous business walking out your front door,underoath,0.402,9,0,0.000277,1.519937653,0.956,-3.672,0.309,0.00701,0.612974049,0.144,0.125,0.251256281,1
the sirens song,parkwaydrive,0.235,1,0,2.42E-05,1.21579904,0.954,-4.352,0.132,0.000124,0.451791648,0.131,0.413,0,1
lavender,marillion,0.363,9,1,0.0266,1.429070969,0.479,-9,0.0284,0.442,0.603241921,0.0747,0.222,0,1
good life,francisdunnery,0.387,1,1,1.43E-06,1.362739189,0.289,-8.365,0.0285,0.826,0.625951735,0.114,0.385,0.190954774,1
in repair  acoustic,johnmayer,0.493,2,1,0.00662,1.984248131,0.315,-7.359,0.0287,0.834,0.634174724,0.107,0.243,0.190954774,1
knockin on heavens door  live in london  1992,gunsnroses,0.258,6,1,0.00851,2.311871621,0.888,-6.018,0.0886,0.00193,0.335651589,0.995,0.355,0,1
biscuit,portishead,0.743,8,0,0.0528,1.814580807,0.458,-7.993,0.0814,0.763,0.618369675,0.0632,0.348,0,1
i miss you,incubus,0.666,2,1,0.00131,1.109509507,0.603,-7.314,0.0258,0.00031,0.531107808,0.0993,0.195,0,1
para tocar el cielo,tontxu,0.539,1,1,0.000129,1.256806289,0.249,-10.604,0.0347,0.959,0.594396185,0.109,0.407,0.120603015,1
youve lost that loving feeling  live,elvispresley,0.401,7,1,0.000207,1.625097604,0.347,-11.089,0.0321,0.473,0.354815835,0.637,0.33,0,1
nightrain  live,gunsnroses,0.274,1,1,0.479,1.874937576,0.985,-3.792,0.131,5.48E-05,0.692208388,0.553,0.292,0,1
mony mony,billyidol,0.701,1,1,0,1.799712654,0.758,-5.568,0.0405,0.004,0.614510462,0.13,0.344,0.311557789,1
coinoperated boy,thedresdendolls,0.631,7,1,6.48E-05,1.741251801,0.455,-8.541,0.151,0.653,0.612619492,0.048,0.543,0.226130653,1
high and dry,radiohead,0.418,4,1,0.0177,1.610953269,0.383,-11.782,0.0257,0.0718,0.398980877,0.0896,0.352,0,1
empty,raylamontagne,0.486,2,1,0.00246,1.870200387,0.382,-13.881,0.0317,0.469,0.369257204,0.113,0.398,0,1
dont leave me,blink182,0.321,9,1,3.47E-06,0.925166765,0.94,-7.023,0.0966,0.00728,0.661252858,0.289,0.243,0,1
endless summer,cascada,0.591,9,1,0.102,1.335283871,0.964,-7.475,0.0445,0.00545,0.636442978,0.318,0.695,0.105527638,1
superstar,carpenters,0.306,8,1,4.89E-05,1.483054659,0.253,-11.177,0.0294,0.728,0.378080212,0.138,0.171,0,1
thriller,michaeljackson,0.773,11,1,0.000228,2.016802365,0.832,-5.759,0.0735,0.0981,0.538830781,0.908,0.769,0,1
hitler in my heart,antonyandthejohnsons,0.325,1,1,0.0979,1.382976209,0.34,-11.096,0.0328,0.768,0.453728073,0.108,0.182,0,1
im raving,scooter,0.61,0,0,0.000713,1.249442223,0.955,-10.059,0.0658,0.00967,0.631956471,0.517,0.279,0.090452261,1
dead ringer for love with cher,meatloaf,0.287,10,1,0.00924,1.625097604,0.975,-8.732,0.0796,0.185,0.770133595,0.46,0.441,0.24120603,1
mudfootball for moe lerner,jackjohnson,0.793,7,1,0.0367,1.208207643,0.756,-10.234,0.0539,0.313,0.439059425,0.0906,0.972,0,1
i surrender,rainbow,0.49,7,0,0,1.535022683,0.86,-5.284,0.0573,0.132,0.60307828,0.215,0.795,0,1
victoria  ep version,johnmayer,0.682,7,1,0.0019,1.457911912,0.264,-11.915,0.0378,0.865,0.33133327,0.102,0.219,0,1
just for,nickelback,0.557,5,0,0.00692,1.541011469,0.946,-5.383,0.0483,0.000128,0.509334388,0.105,0.741,0.216080402,1
be quiet and drive far away,deftones,0.206,1,1,0.827,1.799712654,0.965,-5.116,0.079,9.91E-06,0.420990668,0.367,0.168,0.32160804,1
fröken svår,larswinnerbäck,0.598,9,1,0,0.388371324,0.543,-9.95,0.0374,0.814,0.661957426,0.126,0.9,0,1
star guitar,thechemicalbrothers,0.492,5,1,0.872,2.122419269,0.956,-4.186,0.0472,0.00892,0.577145637,0.288,0.36,0.271356784,1
back to you  mtv unplugged version,bryanadams,0.486,9,0,0,1.672158356,0.879,-5.407,0.0317,0.0415,0.57079998,0.357,0.781,0,1
how i could just kill a man,rageagainstthemachine,0.596,7,1,1.35E-05,1.549946932,0.94,-3.654,0.104,0.00108,0.434809289,0.303,0.55,0,1
super honeymoon,owlcity,0.635,11,1,0.000437,1.310800283,0.686,-8.015,0.0329,0.0203,0.604514689,0.0715,0.969,0.145728643,1
burn  2004 remaster,deeppurple,0.329,0,1,0.000367,1.672158356,0.943,-5.663,0.0484,0.0323,0.450282509,0.34,0.466,0.16080402,1
hand of doom,manowar,0.539,5,1,0.0428,1.992999831,0.965,-5.82,0.143,4.22E-05,0.47737428,0.184,0.109,0,1
aksjon på ål  live,hellbillies,0.361,9,1,2.39E-06,1.080516095,0.917,-5.111,0.057,0.36,0.764960703,0.776,0.906,0.110552764,1
stray cat strut,straycats,0.671,0,0,0.00735,1.278661725,0.454,-14.324,0.0385,0.169,0.600514562,0.0871,0.681,0.236180905,1
brothers in arms  live version,direstraits,0.152,8,0,0.832,2.549850241,0.48,-11.21,0.0337,0.447,0.314996386,0.953,0.192,0,1
bottled,inflames,0.389,1,1,0.917,1.60810733,0.961,-6.39,0.18,9.99E-05,0.726227653,0.0709,0.193,0,1
de cara a la pared,lhasadesela,0.609,2,0,0.0396,1.605255642,0.415,-13.868,0.0361,0.769,0.55077207,0.388,0.348,0,1
rock the night,hellsongs,0.534,4,0,0.0103,1.683008442,0.186,-12.485,0.0338,0.928,0.568163533,0.117,0.21,0,1
puto,molotov,0.827,1,1,6.51E-06,0.791263131,0.777,-5.385,0.0894,0.0149,0.54569009,0.0656,0.75,0.281407035,1
black diamond,kiss,0.339,8,0,0.0101,1.853497495,0.618,-9.616,0.0559,0.0878,0.60307828,0.0734,0.179,0,1
this love,pantera,0.402,6,1,0.323,2.144249208,0.73,-9.327,0.0455,0.000312,0.475137845,0.103,0.296,0.301507538,1
becoming,pantera,0.578,0,1,0.00513,1.21579904,0.896,-5.699,0.0497,0.00104,0.590214234,0.126,0.576,0.266331658,1
mahakali,dissection,0.573,1,0,0.114,2.052849788,0.86,-4.743,0.0312,3.82E-05,0.495606678,0.0881,0.655,0,1
feliz navidad,joséfeliciano,0.514,2,1,0,1.19673981,0.829,-8.987,0.0377,0.553,0.676412431,0.341,0.964,0.145728643,1
stand,rem,0.641,4,1,0,1.256806289,0.86,-5.281,0.0282,0.329,0.496843081,0.115,0.895,0,1
oceans of time,axelrudipell,0.478,5,0,0,2.36727223,0.505,-8.082,0.0269,0.0141,0.308832554,0.0688,0.192,0,1
master of puppets  instrumental version,apocalyptica,0.487,4,0,0.865,2.27980044,0.584,-11.344,0.0378,0.255,0.521921152,0.261,0.515,0,1
just one,hoobastank,0.424,1,0,0,1.307266527,0.988,-4.291,0.182,0.00774,0.772738224,0.369,0.255,0,1
i want to conquer the world,badreligion,0.3,11,0,0,0.88205287,0.989,-4.076,0.153,0.00302,0.709090744,0.298,0.474,0,1
wait for the wintertime,yeasayer,0.479,9,1,0.0237,1.76696224,0.765,-5.27,0.0345,0.0203,0.548176533,0.116,0.292,0,1
frgt10 alchemist reanimation feat chali 2na,linkinpark,0.631,7,0,0.0124,1.379623988,0.736,-6.96,0.0682,0.0336,0.432245572,0.3,0.645,0.216080402,1
boy with the bubblegun,tommcrae,0.463,1,0,0,1.19673981,0.156,-10.691,0.0351,0.736,0.427554513,0.218,0.152,0,1
now you tell me,jordinsparks,0.527,6,1,0,1.23085498,0.688,-5.194,0.0302,0.473,0.49944771,0.11,0.349,0.035175879,1
äntligen på väg,håkanhellström,0.44,5,1,0.0178,0.966900613,0.58,-7.815,0.028,0.366,0.427477238,0.459,0.352,0.150753769,1
never seen the light of day,mandodiao,0.213,9,0,0.00996,1.590910094,0.871,-5.046,0.0631,0.00169,0.712995414,0.0903,0.326,0.165829146,1
somebody,depechemode,0.347,7,1,2.95E-05,1.658478264,0.214,-21.842,0.0365,0.898,0.353688527,0.267,0.473,0,1
cherry oh baby,ub40,0.784,7,1,0.0157,1.300171432,0.262,-16.016,0.0679,0.00375,0.343383653,0.085,0.815,0.110552764,1
love profusion,madonna,0.702,6,0,3.69E-05,1.399615981,0.467,-8.026,0.0403,0.239,0.545271895,0.188,0.705,0.070351759,1
soñaré,laorejadevangogh,0.634,9,1,0,1.396304064,0.798,-5.69,0.0392,0.294,0.499947726,0.732,0.76,0.201005025,1
seven days,sting,0.693,0,1,2.09E-05,1.707123094,0.463,-10.742,0.0322,0.108,0.418345129,0.0758,0.602,0,1
mílanó,sigurrós,0.181,2,1,0.872,2.789066775,0.323,-9.909,0.0353,0.924,0.497015814,0.0514,0.0389,0.155778894,1
pedestal,portishead,0.587,0,0,0.659,1.419322254,0.481,-10.506,0.0677,0.148,0.765906188,0.133,0.416,0,1
a kind of magic,queen,0.68,9,1,0.00342,1.644665074,0.511,-14.143,0.0392,0.00261,0.591459728,0.125,0.712,0,1
captain kellys kitchen,dropkickmurphys,0.311,9,1,0,1.109509507,0.995,-1.887,0.176,0.0108,0.657075452,0.353,0.648,0,1
revolution 909,daftpunk,0.745,11,1,0.846,1.937426374,0.716,-7.918,0.136,0.0265,0.575141027,0.246,0.828,0.27638191,1
la banlieue,beirut,0.534,11,0,0.391,0.704787859,0.294,-16.882,0.0632,0.991,0.567581696,0.141,0.555,0,1
dont cry for louie,vayacondios,0.634,4,0,0,1.204395863,0.26,-17.017,0.0502,0.264,0.405840186,0.423,0.764,0.231155779,1
with my own two hands,benharper,0.757,4,0,8.64E-05,1.691092076,0.706,-6.754,0.294,0.0179,0.366048011,0.152,0.872,0.24120603,1
pictures,systemofadown,0.516,0,1,0.468,0.786026508,0.897,-2.451,0.0582,0.000271,0.703895124,0.164,0.579,0,1
dude i totally miss you,tenaciousd,0.627,4,0,6.92E-05,1.141890726,0.478,-7.141,0.038,0.17,0.59075516,0.301,0.378,0.115577889,1
hate this and ill love you,muse,0.235,2,1,0.122,1.83902605,0.442,-8.752,0.0322,0.0572,0.710154414,0.0611,0.0551,0.211055276,1
i got you babe,ub40,0.754,5,1,2.91E-05,1.245745131,0.73,-8.412,0.0756,0.111,0.78928875,0.0985,0.869,0.236180905,1
spooks in the attic,edguy,0.51,1,0,1.09E-05,1.543996289,0.989,-2.715,0.0631,0.000236,0.431891015,0.0218,0.559,0.090452261,1
the jetset life is gonna kill you,mychemicalromance,0.494,2,0,4.45E-05,1.409504281,0.971,-3.868,0.0546,0.000389,0.568286264,0.0978,0.185,0.286432161,1
notorious,duranduran,0.815,0,1,1.41E-06,1.613793484,0.626,-13.406,0.0553,0.504,0.483969945,0.0372,0.825,0.190954774,1
life in the fast lane,jilljohnson,0.611,9,1,1.45E-06,1.704463738,0.84,-5.033,0.0347,0.0039,0.536271609,0.31,0.686,0.005025126,1
when im with you,westlife,0.592,9,1,0,1.579327576,0.703,-6.129,0.0474,0.11,0.544971886,0.0844,0.273,0,1
beautiful freak,eels,0.308,0,1,0.04,1.389656258,0.177,-15.125,0.0374,0.925,0.635106572,0.0889,0.087,0,1
you don’t know what love is you just do as you’re told,thewhitestripes,0.408,9,1,3.38E-05,1.495457684,0.758,-5.462,0.0492,0.0199,0.379430255,0.231,0.585,0.175879397,1
the thin line between love and hate,ironmaiden,0.24,6,0,0.134,2.477167869,0.959,-4.244,0.167,0.00241,0.754974022,0.663,0.278,0,1
makes me wonder,maroon5,0.803,7,1,0.000358,1.372894938,0.851,-2.429,0.0357,0.00485,0.518180124,0.0577,0.881,0,1
hercules theme,herculesloveaffair,0.735,7,0,0.781,1.663966118,0.644,-6.182,0.0291,0.0215,0.481778966,0.329,0.862,0.211055276,1
the bitch song,bowlingforsoup,0.379,7,1,0,1.324844558,0.674,-5.803,0.0358,0.00191,0.752183024,0.258,0.356,0.16080402,1
el increíble mundo donde habitan los calcetines,losdelinquentes,0.536,11,1,0.000249,0.114208911,0.497,-7.839,0.0292,0.335,0.514984568,0.67,0.387,0,1
why cant i be you,thecure,0.616,0,0,3.55E-06,1.267777971,0.969,-3.125,0.0514,0.275,0.489224657,0.0637,0.666,0,1
brighter,paramore,0.501,9,1,1.84E-06,1.438751474,0.929,-2.989,0.0539,0.00523,0.668121258,0.167,0.455,0.266331658,1
smalltown boy,bronskibeat,0.679,10,1,0.0709,1.814580807,0.564,-11.247,0.0267,0.529,0.611774011,0.275,0.926,0,1
werewolf,catpower,0.425,9,0,0.0148,1.552912812,0.11,-14.07,0.0292,0.446,0.427509057,0.112,0.271,0,1
the sound of silence,paulsimon,0.471,2,1,4.68E-06,1.227106693,0.313,-13.201,0.0406,0.661,0.494120268,0.0841,0.364,0.236180905,1
if leaving me is easy,philcollins,0.339,3,1,0.00485,1.782170461,0.0813,-24.557,0.0371,0.7,0.525971281,0.308,0.131,0,1
river of sorrow,antonyandthejohnsons,0.32,8,1,0.0777,1.543996289,0.368,-9.564,0.0295,0.694,0.460846482,0.576,0.19,0,1
a wolf at the door,radiohead,0.48,7,1,4.23E-06,1.31784047,0.675,-7.134,0.029,0.265,0.630856436,0.235,0.37,0,1
shotgun blues,gunsnroses,0.244,8,1,0.677,1.324844558,0.994,-6.782,0.201,0.000918,0.869232203,0.135,0.203,0,1
walking on the moon,thepolice,0.658,2,0,0.00598,1.807165877,0.355,-13.634,0.0405,0.00638,0.663330197,0.228,0.417,0,1
change the world,theoffspring,0.356,11,1,4.19E-05,2.11037616,0.285,-5.333,0.0487,0.102,0.755164937,0.385,0.965,0,1
have you got it in you,imogenheap,0.238,2,0,0.00198,1.570577702,0.482,-11.543,0.0368,0.671,0.377248367,0.0843,0.143,0.070351759,1
auto pilot,queensofthestoneage,0.382,11,0,0.0475,1.532018658,0.74,-4.626,0.0385,0.502,0.359338706,0.562,0.431,0,1
stay positive,thestreets,0.673,5,1,0.000235,2.083944035,0.573,-6.109,0.0343,0.172,0.42301346,0.242,0.429,0.211055276,1
video killed the radio star,thepresidentsoftheunitedstatesofamerica,0.578,1,1,0,1.324844558,0.713,-6.868,0.0578,0.184,0.639656716,0.102,0.741,0.226130653,1
come back to bed,johnmayer,0.482,9,1,0.0208,1.896066085,0.55,-4.485,0.0267,0.392,0.520175642,0.111,0.353,0,1
twilight,vanessacarlton,0.408,4,0,0,1.754164606,0.235,-8.685,0.0308,0.884,0.411049443,0.0716,0.192,0,1
dysentery gary,blink182,0.311,2,1,0,1.084696902,0.896,-5.742,0.0467,0.000747,0.506407022,0.291,0.679,0,1
last to know,bulletformyvalentine,0.368,7,1,5.54E-05,1.282270364,0.99,-3.219,0.0529,0.000192,0.454705377,0.293,0.663,0.150753769,1
we dont need a hero,edguy,0.394,6,0,0.00376,1.916892631,0.975,-4.288,0.0998,1.17E-05,0.709181656,0.0746,0.321,0,1
beyond the sea,robbiewilliams,0.61,5,0,1.70E-06,4.232264487,2.02E-05,-14.687,0.416,0.627,0.613287696,0.0863,0.205,0,1
electric red,meshuggah,0.501,1,1,0.915,1.99735625,0.991,-6.416,0.0648,3.37E-05,0.499706809,0.342,0.359,0,1
testify,rageagainstthemachine,0.47,7,1,1.09E-05,1.366132787,0.978,-5.399,0.0727,0.0261,0.535953417,0.356,0.503,0,1
im on fire,brucespringsteen,0.615,1,0,0.0859,1.007346342,0.267,-22.618,0.0382,0.658,0.401871878,0.0679,0.842,0,1
end of days,bulletformyvalentine,0.356,0,0,4.65E-06,1.616628001,0.989,-2.621,0.0807,0.000207,0.463737483,0.0421,0.452,0.155778894,1
only heart,johnmayer,0.664,5,1,0.000317,1.47054013,0.839,-2.619,0.034,0.0372,0.549753856,0.103,0.949,0,1
the vowels pt 2,why,0.46,8,1,8.38E-06,1.555872436,0.793,-5.21,0.0381,0.517,0.576609256,0.197,0.135,0,1
holy thunderforce,rhapsodyoffire,0.353,2,0,0,1.630715959,0.932,-2.847,0.0549,0.0118,0.818216943,0.0609,0.455,0,1
another cup of coffee,mikethemechanics,0.683,10,0,0,1.619456843,0.722,-7.455,0.0259,0.131,0.599919088,0.0444,0.745,0,1
breakdown,daughtry,0.433,5,0,0,1.532018658,0.903,-3.542,0.047,0.0491,0.700085912,0.141,0.361,0.180904523,1
misery,goodcharlotte,0.343,11,1,0,1.47054013,0.977,-1.708,0.223,0.0747,0.560399649,0.345,0.564,0,1
take me,paparoach,0.502,1,0,0,1.342199435,0.96,-3.827,0.0713,0.00604,0.426190833,0.547,0.292,0,1
the road to mandalay,robbiewilliams,0.624,5,0,5.68E-05,1.525991198,0.676,-8.121,0.0291,0.111,0.451187083,0.156,0.529,0.150753769,1
lovely head,goldfrapp,0.481,5,0,0.939,1.473679334,0.413,-9.863,0.0278,0.682,0.495474856,0.149,0.053,0,1
if you could read my mind,gordonlightfoot,0.612,9,1,7.86E-05,1.467393821,0.24,-12.821,0.033,0.745,0.557131363,0.115,0.223,0.226130653,1
time wont let me go,thebravery,0.387,0,1,5.13E-05,1.58223215,0.864,-4.776,0.0322,0.0014,0.703504202,0.44,0.417,0,1
streamline,systemofadown,0.395,0,1,0.0333,1.409504281,0.855,-3.001,0.0356,0.000125,0.594982568,0.16,0.472,0,1
cd bonus track no coke float rmx,dralban,0.89,5,0,0,1.47054013,0.562,-16.341,0.0647,0.363,0.436250244,0.0827,0.951,0.125628141,1
golden years  1999 remaster,davidbowie,0.671,11,1,1.07E-05,1.529008173,0.733,-10.092,0.0356,0.132,0.493665708,0.0908,0.94,0,1
summertime,bonjovi,0.59,7,1,0.00127,1.300171432,0.815,-3.96,0.047,0.000348,0.436504798,0.121,0.683,0.165829146,1
amor,julioiglesias,0.501,1,1,1.00E-05,1.307266527,0.672,-11.587,0.0733,0.327,0.477406099,0.0863,0.827,0.155778894,1
when i need you,célinedion,0.258,1,1,3.76E-06,1.58223215,0.368,-10.353,0.0466,0.396,0.349297478,0.119,0.161,0,1
zapatero,manologarcia,0.696,1,0,5.96E-06,1.787204353,0.575,-5.769,0.0308,0.199,0.563777029,0.133,0.384,0.226130653,1
the song of the sun,mikeoldfield,0.423,2,0,0.646,1.69377646,0.521,-10.568,0.0327,0.604,0.740641748,0.0792,0.364,0.216080402,1
analyse,thomyorke,0.56,1,1,0.0144,1.541011469,0.841,-8.394,0.0334,0.107,0.454591737,0.14,0.42,0.231155779,1
handle this,sum41,0.311,2,1,3.48E-05,1.406216049,0.875,-4.875,0.0548,5.52E-05,0.747155591,0.184,0.521,0,1
nästan perfekt,larswinnerbäck,0.481,0,1,2.12E-05,1.264130589,0.747,-5.911,0.0284,0.000292,0.486510934,0.137,0.31,0.125628141,1
apologize,timbaland,0.652,8,1,0,1.21200868,0.609,-6.054,0.0299,0.0332,0.536494343,0.0979,0.0966,0,1
cock pushups,tenaciousd,0.713,10,1,0,-0.219782702,0.149,-18.643,0.937,0.851,0.381830331,0.194,0.415,0.175879397,1
tavikset,happoradio,0.596,1,0,1.17E-05,1.376263579,0.897,-4.33,0.031,0.00626,0.58184124,0.103,0.851,0.130653266,1
racer,neverstore,0.617,11,1,0,1.561773029,0.834,-6.788,0.0562,0.000747,0.600528199,0.315,0.708,0.090452261,1
